Scenario,ID,user_id,role_name,auto_enroll,org_id,marine_facility_id,role_scope
LCA_DEMO_PRE,,USER_10,ORG_MANAGER,TRUE,,MF_RSN
LCA_DEMO_PRE,,USER_11,OBSERVATORY_OPERATOR,TRUE,,MF_RSN
LCA_DEMO_PRE,,USER_12,INSTRUMENT_OPERATOR,TRUE,,MF_RSN
LCA_DEMO_PRE,,USER_13,DATA_OPERATOR,TRUE,,MF_RSN
LCA_DEMO_PRE,,USER_14,ORG_MEMBER,TRUE,,MF_RSN
LCA_DEMO_PRE,,USER_20,ORG_MANAGER,TRUE,,MF_CGSN
LCA_DEMO_PRE,,USER_21,OBSERVATORY_OPERATOR,TRUE,,MF_CGSN
LCA_DEMO_PRE,,USER_22,INSTRUMENT_OPERATOR,TRUE,,MF_CGSN
LCA_DEMO_PRE,,USER_23,DATA_OPERATOR,TRUE,,MF_CGSN
LCA_DEMO_PRE,,USER_24,ORG_MEMBER,TRUE,,MF_CGSN
LCA_DEMO_PRE,,USER_3,ORG_MANAGER,TRUE,,MF_3
LCA_DEMO_PRE,,USER_1,ORG_MANAGER,TRUE,,MF_3
LCA_DEMO_PRE,,USER_2,ORG_MEMBER,TRUE,,MF_3
